"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Adrien Hunou","2017-2018",23,1456,5,0,1,0,31,11,3840,784,100,240,280,30,260,50,167,"Rennes","France","France","Forward","right",3500000,0
"Adrien Hunou","2018-2019",24,1240,8,1,1,0,65,14,2340,775,110,110,230,30,180,110,132,"Rennes","France","France","Forward","right",6e+08,0
"Adrien Hunou","2019-2020",25,1210,8,1,2,0,67,14,2470,779,150,240,320,40,250,70,174,"Rennes","France","France","Forward","right",4800000,0
"Adrien Rabiot","2017-2018",22,2364,1,4,2,0,19,5,19780,912,230,1500,600,110,810,130,242,"Paris S-G","France","France","Midfielder","left",5e+09,0
"Adrien Rabiot","2018-2019",23,1063,2,1,3,0,25,3,9690,925,70,870,190,50,440,170,286,"Paris S-G","France","France","Midfielder","left",3.5e+07,0
"Adrien Rabiot","2019-2020",24,1912,1,1,7,1,9,6,10170,891,140,430,510,60,820,170,225,"Juventus","Italy","France","Midfielder","left",25500000,0
"Adrien Rabiot","2020-2021",25,2313,4,2,7,1,23,12,13390,904,100,1030,420,70,1030,370,203,"Juventus","Italy","France","Midfielder","left",3e+09,0
"Adrien Silva","2018-2019",29,1184,0,0,6,0,0,3,6060,835,60,760,190,10,480,230,14,"Monaco","France","Portugal","Midfielder","right",1.3e+07,0
"Adrien Silva","2018-2019",29,88,0,0,0,0,0,0,690,896,0,80,10,0,40,10,15,"Leicester City","England","Portugal","Midfielder","right",1.3e+07,0
"Adrien Silva","2019-2020",30,1221,0,2,7,0,15,3,7190,861,150,650,320,30,500,170,164,"Monaco","France","Portugal","Midfielder","right",8e+08,0
"Adrien Silva","2020-2021",31,1599,1,1,8,1,11,1,8390,875,100,660,290,30,830,140,163,"Sampdoria","Italy","Portugal","Midfielder","right",3e+08,0
"Adrien Silva","2018-2019",29,1184,0,0,6,0,0,3,6060,835,60,760,190,10,480,230,14,"Monaco","France","Portugal","Midfielder","right",1.3e+07,0
"Adrien Silva","2018-2019",29,88,0,0,0,0,0,0,690,896,0,80,10,0,40,10,15,"Leicester City","England","Portugal","Midfielder","right",1.3e+07,0
"Adrien Silva","2017-2018",28,761,0,1,3,0,12,2,3580,825,70,350,150,10,410,50,10,"Leicester City","England","Portugal","Midfielder","right",2e+09,0
"Adrien Thomasson","2020-2021",26,2624,5,1,8,1,21,15,8740,761,340,710,850,90,760,60,111,"Strasbourg","France","France","Midfielder","right",6e+08,0
"Adrien Thomasson","2019-2020",25,2072,8,1,4,0,39,17,7360,775,400,840,790,50,400,60,152,"Strasbourg","France","France","Midfielder","right",6500000,0
"Adrien Thomasson","2018-2019",24,2479,5,8,5,1,47,17,9080,762,420,760,780,110,560,80,126,"Strasbourg","France","France","Midfielder","right",8e+08,0
"Adrien Thomasson","2017-2018",23,2582,5,3,4,0,28,16,10070,765,330,1120,770,80,970,90,133,"Nantes","France","France","Midfielder","right",8e+08,0
"Adrien Truffert","2020-2021",18,1951,1,3,3,0,18,3,10830,840,190,800,360,40,570,520,145,"Rennes","France","France","Defender","left",1.2e+07,0
"Afonso Figueiredo","2017-2018",24,223,0,0,1,0,0,0,870,696,0,110,20,0,30,30,18,"Rennes","France","Portugal","Defender","left",8e+07,0
"Afriyie Acquah","2017-2018",25,951,1,0,4,2,9,3,4030,840,30,350,150,0,210,70,164,"Torino","Italy","Ghana","Midfielder","right",2e+08,1
"Afriyie Acquah","2018-2019",26,1510,2,0,4,0,12,7,5910,804,110,600,340,0,330,130,111,"Empoli","Italy","Ghana","Midfielder","right",1800000,1
"Ager Aketxe","2017-2018",23,41,0,0,1,0,0,0,320,780,0,20,30,10,10,0,167,"Athletic Club","Spain","Spain","Midfielder","left",2500000,0
"Agustín Rogel","2019-2020",21,858,0,0,0,0,0,0,2950,873,20,140,20,0,120,500,1,"Toulouse","France","Uruguay","Defender","right",1400000,0
"Ahmad Benali","2020-2021",28,1214,0,1,2,0,7,4,6610,849,140,520,290,10,390,190,5,"Crotone","Italy","Libya","Midfielder","right",1500000,0
"Ahmad Benali","2017-2018",25,811,1,1,2,0,22,3,2880,760,50,420,150,30,320,130,9,"Crotone","Italy","Libya","Midfielder","right",2500000,0
"Ahmad Ngouyamsa","2020-2021",19,157,0,0,1,0,0,0,660,710,0,10,0,0,80,70,10,"Dijon","France","Cameroon","Defender","right",250000,1
"Ahmed Elmohamady","2020-2021",32,839,0,0,2,0,0,1,4640,781,130,480,210,10,450,320,107,"Aston Villa","England","Egypt","Defender","right",1500000,1
"Ahmed Elmohamady","2019-2020",31,1031,1,1,1,0,17,1,4840,765,190,430,280,10,310,290,89,"Aston Villa","England","Egypt","Defender","right",2e+08,1
"Ahmed Kutucu","2019-2020",19,679,3,2,2,0,66,5,1260,712,70,90,180,40,170,60,92,"Schalke 04","Germany","Turkey","Forward","right",5400000,0
"Ahmed Kutucu","2018-2019",18,425,2,0,0,0,42,7,670,663,20,80,100,0,50,0,10,"Schalke 04","Germany","Turkey","Forward","right",4500000,0
"Ahmet Gürleyen","2018-2019",19,13,0,0,0,0,0,0,20,1000,0,0,0,0,0,10,30,"Mainz 05","Germany","Germany","Defender","right",4e+07,0
"Aihen Muñoz","2020-2021",22,1210,0,1,6,0,7,1,5100,682,70,400,160,30,320,440,144,"Real Sociedad","Spain","Spain","Defender","left",6e+08,0
"Aihen Muñoz","2018-2019",20,951,0,0,0,0,0,0,3870,743,70,210,120,0,250,340,182,"Real Sociedad","Spain","Spain","Defender","left",7500000,0
"Aihen Muñoz","2019-2020",21,981,0,0,1,0,0,0,5080,774,0,260,80,10,260,270,147,"Real Sociedad","Spain","Spain","Defender","left",4e+08,0
"Aimar Oroz","2019-2020",17,11,0,0,0,0,0,0,50,1000,0,0,10,0,0,0,10,"Osasuna","Spain","Spain","Forward","right",1e+07,0
"Aimen Moueffek","2020-2021",19,743,0,0,3,0,0,0,2770,743,80,280,150,0,300,170,111,"Saint-Étienne","France","France","Defender","right",2e+08,0
"Ainsley Maitland-Niles","2019-2020",21,1386,0,2,6,1,13,1,8250,826,100,510,210,30,580,410,17,"Arsenal","England","England","Defender","right",14500000,1
"Ainsley Maitland-Niles","2020-2021",22,1230,0,0,2,0,0,3,3070,764,50,340,180,20,450,260,93,"West Brom","England","England","Midfielder","right",1.6e+07,1
"Ainsley Maitland-Niles","2018-2019",20,987,1,1,2,1,18,3,4580,794,60,530,160,20,540,160,138,"Arsenal","England","England","Defender","right",1.2e+07,1
"Ainsley Maitland-Niles","2017-2018",19,914,0,0,1,0,0,0,5360,847,70,360,120,0,590,220,167,"Arsenal","England","England","Defender","right",7e+08,1
"Ainsley Maitland-Niles","2020-2021",22,490,0,0,0,0,0,1,2260,785,30,140,110,10,300,120,164,"Arsenal","England","England","Defender","right",1.6e+07,1
"Aïssa Mandi","2018-2019",26,3059,1,1,10,0,6,3,24170,926,150,1270,320,20,910,690,134,"Betis","Spain","Algeria","Defender","right",1.6e+07,1
"Aïssa Mandi","2017-2018",25,3024,1,0,9,1,3,3,19310,907,50,1220,170,20,950,980,165,"Betis","Spain","Algeria","Defender","right",9e+08,1
"Aïssa Mandi","2020-2021",28,2392,3,1,6,2,15,7,13780,921,30,550,80,10,630,1180,157,"Betis","Spain","Algeria","Defender","right",8e+08,1
"Aïssa Mandi","2019-2020",27,2576,0,0,9,0,0,3,16260,915,70,640,170,10,570,1440,121,"Betis","Spain","Algeria","Defender","right",1.6e+07,1
"Aitor Ruibal","2020-2021",24,1593,2,2,2,0,23,13,4260,757,230,510,540,30,590,150,15,"Betis","Spain","Spain","Forward","right",2e+08,0
"Aitor Ruibal","2019-2020",23,1220,0,0,4,0,0,3,3060,739,110,370,320,10,410,150,10,"Leganés","Spain","Spain","Defender","right",950000,0
"Aitor Ruibal","2017-2018",21,10,0,0,0,0,0,0,50,1000,0,0,0,0,0,0,15,"Betis","Spain","Spain","Forward","right",3e+07,0
"Ajdin Hrustic","2020-2021",24,272,1,0,2,0,33,4,1990,816,60,250,120,30,80,30,209,"Eint Frankfurt","Germany","Australia","Midfielder","left",1800000,0
"Akaki Gogia","2020-2021",28,140,0,1,1,0,64,2,460,807,20,70,50,30,20,10,171,"Union Berlin","Germany","Germany","Forward","both",650000,0
"Akaki Gogia","2019-2020",27,121,0,0,0,0,0,0,280,651,30,40,50,0,30,30,0,"Union Berlin","Germany","Germany","Midfielder","both",1e+08,0
"Akin Famewo","2019-2020",20,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"Norwich City","England","England","Midfielder","left",25000,1
"Alaixys Romao","2018-2019",34,3160,0,3,8,1,9,2,11350,793,90,1200,230,30,1580,870,15,"Reims","France","Togo","Midfielder","right",5e+07,1
"Alaixys Romao","2019-2020",35,1781,0,0,11,2,0,2,8180,836,130,830,360,20,770,600,141,"Reims","France","Togo","Midfielder","right",325000,1
"Alan Empereur","2019-2020",25,855,0,0,3,0,0,0,3960,848,10,230,40,0,350,440,108,"Hellas Verona","Italy","Brazil","Defender","left",4e+07,1
"Albert Lottin","2019-2020",17,45,0,0,0,0,0,0,170,944,0,40,0,0,60,20,0,"Bordeaux","France","France","Midfielder","right",450000,1
"Alberto Aquilani","2017-2018",33,1298,0,0,4,0,0,4,8260,833,100,640,210,0,510,180,57,"Las Palmas","Spain","Italy","Midfielder","right",7e+07,0
"Alberto Bueno","2017-2018",29,233,0,0,0,0,0,2,800,777,30,90,50,0,20,20,27,"Málaga","Spain","Spain","Forward","right",1500000,0
"Alberto Cerri","2020-2021",24,369,1,0,1,0,24,6,950,669,60,130,220,20,100,60,83,"Cagliari","Italy","Italy","Forward","right",1500000,0
"Alberto Cerri","2018-2019",22,670,0,0,3,0,0,3,1350,625,90,110,160,0,80,50,73,"Cagliari","Italy","Italy","Forward","right",6e+08,0
"Alberto Cerri","2019-2020",23,420,1,0,1,0,21,4,940,653,80,120,110,0,40,40,0,"SPAL","Italy","Italy","Forward","right",3500000,0
"Alberto Cerri","2019-2020",23,420,1,0,1,0,21,4,940,653,80,120,110,0,40,40,0,"SPAL","Italy","Italy","Forward","right",3500000,0
"Alberto Cerri","2019-2020",23,244,1,0,1,0,37,3,700,680,30,40,40,0,40,20,127,"Cagliari","Italy","Italy","Forward","right",3500000,0
"Alberto Cerri","2018-2019",22,670,0,0,3,0,0,3,1350,625,90,110,160,0,80,50,73,"Cagliari","Italy","Italy","Forward","right",6e+08,0
"Alberto Cerri","2019-2020",23,244,1,0,1,0,37,3,700,680,30,40,40,0,40,20,127,"Cagliari","Italy","Italy","Forward","right",3500000,0
"Alberto de la Bella","2017-2018",31,1526,0,1,4,0,6,1,8120,785,170,600,290,10,490,310,106,"Real Sociedad","Spain","Spain","Defender","left",1200000,0
"Alberto Grassi","2017-2018",22,2253,3,0,3,0,12,13,6650,822,70,590,390,60,770,400,104,"SPAL","Italy","Italy","Midfielder","right",7e+08,0
"Alberto Grassi","2018-2019",23,462,0,0,0,0,0,1,900,811,20,60,40,10,230,90,157,"Parma","Italy","Italy","Midfielder","right",7e+08,0
"Alberto Grassi","2018-2019",23,462,0,0,0,0,0,1,900,811,20,60,40,10,230,90,157,"Parma","Italy","Italy","Midfielder","right",7e+08,0
"Alberto Grassi","2020-2021",25,1177,0,0,3,0,0,3,3700,803,40,300,110,0,460,320,65,"Parma","Italy","Italy","Midfielder","right",4500000,0
"Alberto Grassi","2019-2020",24,641,1,1,6,0,28,2,2170,848,50,150,100,20,260,90,15,"Parma","Italy","Italy","Midfielder","right",5500000,0
"Alberto Moreno","2020-2021",28,193,0,0,0,0,0,0,840,840,0,30,50,0,60,50,18,"Villarreal","Spain","Spain","Defender","left",2500000,0
"Alberto Moreno","2017-2018",25,1266,0,0,1,0,0,2,7900,827,150,660,260,20,620,450,169,"Liverpool","England","Spain","Defender","left",1e+09,0
"Alberto Moreno","2019-2020",27,1471,0,0,6,0,0,3,8410,857,120,540,190,20,440,490,172,"Villarreal","Spain","Spain","Defender","left",6e+08,0
"Alberto Moreno","2018-2019",26,154,0,0,0,0,0,0,1100,873,30,120,60,0,40,10,30,"Liverpool","England","Spain","Defender","left",9e+08,0
"Alberto Paloschi","2019-2020",29,204,0,0,0,0,0,0,310,795,20,0,20,0,20,30,57,"Cagliari","Italy","Italy","Forward","right",1200000,0
"Alberto Paloschi","2019-2020",29,204,0,0,0,0,0,0,310,795,20,0,20,0,20,30,57,"Cagliari","Italy","Italy","Forward","right",1200000,0
"Alberto Paloschi","2019-2020",29,438,0,0,0,0,0,1,500,746,40,20,100,0,10,10,8,"SPAL","Italy","Italy","Forward","right",1200000,0
"Alberto Paloschi","2017-2018",27,2184,7,0,2,0,29,12,2920,717,120,140,360,50,160,90,94,"SPAL","Italy","Italy","Forward","right",3500000,0
"Alberto Paloschi","2018-2019",28,863,2,0,3,0,21,4,1220,753,60,80,100,10,150,0,7,"SPAL","Italy","Italy","Forward","right",2e+08,0
"Alberto Paloschi","2019-2020",29,438,0,0,0,0,0,1,500,746,40,20,100,0,10,10,8,"SPAL","Italy","Italy","Forward","right",1200000,0
"Alberto Perea","2020-2021",29,1549,2,3,0,0,29,6,3940,746,140,600,450,80,550,120,10,"Cádiz","Spain","Spain","Midfielder","right",1200000,0
"Alberto Soro","2020-2021",21,393,1,2,1,0,69,1,940,729,60,120,90,20,90,10,6,"Granada","Spain","Spain","Forward","left",3e+08,0
"Albian Ajeti","2019-2020",22,139,0,0,0,0,0,0,150,833,20,0,20,0,20,0,22,"West Ham","England","Switzerland","Midfielder","right",4800000,0
"Albin Ekdal","2020-2021",31,2299,2,1,9,0,12,3,8960,840,90,800,280,10,960,440,131,"Sampdoria","Italy","Sweden","Midfielder","right",3e+08,0
"Albin Ekdal","2018-2019",29,2646,0,0,6,0,0,1,14570,871,180,1260,460,20,820,640,138,"Sampdoria","Italy","Sweden","Midfielder","right",5e+08,0
"Albin Ekdal","2019-2020",30,2385,0,2,8,0,8,2,10120,872,230,1040,570,70,900,520,128,"Sampdoria","Italy","Sweden","Midfielder","right",3200000,0
"Albin Ekdal","2017-2018",28,1108,0,1,3,0,8,1,4300,768,60,540,210,20,440,260,126,"Hamburger SV","Germany","Sweden","Midfielder","right",2500000,0
"Aleandro Rosi","2017-2018",30,1700,0,1,5,0,5,4,5650,696,80,630,170,0,500,540,96,"Genoa","Italy","Italy","Defender","right",9e+07,0
"Aleix Febas","2019-2020",23,1690,0,3,4,0,16,3,5850,847,190,500,420,50,590,30,97,"Mallorca","Spain","Spain","Midfielder","right",2800000,0
"Aleix García","2018-2019",21,1663,2,1,1,0,16,5,9290,825,250,950,460,30,560,230,11,"Girona","Spain","Spain","Midfielder","right",3e+08,0
"Aleix García","2018-2019",21,1663,2,1,1,0,16,5,9290,825,250,950,460,30,560,230,11,"Girona","Spain","Spain","Midfielder","right",3e+08,0
"Aleix García","2020-2021",23,437,0,1,1,0,21,2,2250,830,80,200,120,10,100,30,27,"Eibar","Spain","Spain","Midfielder","right",1800000,0
"Aleix García","2017-2018",20,863,1,0,3,0,1,3,4340,791,110,330,240,20,270,80,16,"Girona","Spain","Spain","Midfielder","right",1e+08,0
"Aleix Vidal","2018-2019",28,528,0,0,3,0,0,5,2390,745,140,400,210,20,210,100,209,"Sevilla","Spain","Spain","Defender","right",4e+08,0
"Aleix Vidal","2019-2020",29,2165,2,4,6,0,25,9,6110,721,390,670,710,90,370,140,114,"Alavés","Spain","Spain","Midfielder","right",3500000,0
"Aleix Vidal","2017-2018",27,468,1,1,0,0,38,6,2090,768,50,250,110,30,130,20,26,"Barcelona","Spain","Spain","Midfielder","right",7500000,0
"Aleix Vidal","2020-2021",30,595,0,1,2,0,15,0,4320,861,70,410,130,30,240,170,258,"Sevilla","Spain","Spain","Defender","right",2e+08,0
"Alejandro Arribas","2017-2018",28,270,0,0,0,0,0,0,960,800,0,40,0,0,60,50,10,"La Coruña","Spain","Spain","Defender","right",2e+08,0
"Alejandro Rodríguez","2018-2019",27,25,0,0,0,0,0,0,20,400,0,0,0,0,0,10,10,"Empoli","Italy","Spain","Forward","right",4e+07,0
"Alejandro Rodríguez","2018-2019",27,25,0,0,0,0,0,0,20,400,0,0,0,0,0,10,10,"Empoli","Italy","Spain","Forward","right",4e+07,0
"Aleksandar Katai","2017-2018",26,57,0,0,0,0,0,0,90,818,0,20,30,10,20,0,10,"Alavés","Spain","Serbia","Forward","right",1250000,0
"Aleksandar Kolarov","2019-2020",33,2732,7,3,6,0,33,16,14460,788,560,1400,1020,50,590,710,20,"Roma","Italy","Serbia","Defender","left",6500000,0
"Aleksandar Kolarov","2018-2019",32,2906,8,2,7,1,31,11,16240,778,660,2090,1080,70,790,740,173,"Roma","Italy","Serbia","Defender","left",8e+08,0
"Aleksandar Kolarov","2020-2021",34,390,0,1,0,0,23,2,3180,857,60,360,150,20,90,90,20,"Inter","Italy","Serbia","Defender","left",1500000,0
"Aleksandar Kolarov","2017-2018",31,3060,2,6,3,0,24,13,19670,763,810,2150,1470,120,980,600,194,"Roma","Italy","Serbia","Defender","left",1.2e+07,0
"Aleksandar Sedlar","2019-2020",27,814,0,0,3,1,0,1,3250,815,10,130,60,0,260,360,67,"Mallorca","Spain","Serbia","Defender","right",650000,0
"Aleksandar Tonev","2017-2018",27,401,0,0,0,0,0,3,650,591,30,60,70,0,50,20,38,"Crotone","Italy","Bulgaria","Forward","both",7e+07,0
"Aleksandar Trajkovski","2019-2020",26,330,0,0,0,0,0,4,1210,725,140,70,210,10,40,0,79,"Mallorca","Spain","North Macedonia","Midfielder","right",1200000,0
"Aleksandr Golovin","2019-2020",23,2061,3,4,6,1,31,14,8710,766,450,1050,830,80,800,190,144,"Monaco","France","Russian Federation","Midfielder","right",2e+09,0
"Aleksandr Golovin","2018-2019",22,2290,3,3,7,1,24,15,8900,781,270,910,740,60,540,60,93,"Monaco","France","Russian Federation","Midfielder","right",2.5e+07,0
"Aleksandr Golovin","2020-2021",24,1069,5,9,2,0,118,12,4040,688,360,430,490,120,430,40,257,"Monaco","France","Russian Federation","Midfielder","right",2.8e+07,0
"Aleksandr Kokorin","2020-2021",29,94,0,0,1,0,0,0,270,844,0,0,0,0,10,0,25,"Fiorentina","Italy","Russian Federation","Forward","right",3500000,0
"Alessandro Bastoni","2020-2021",21,2922,0,3,6,0,9,2,20590,899,110,1250,310,40,810,870,245,"Inter","Italy","Italy","Defender","left",6e+09,0
"Alessandro Bastoni","2019-2020",20,1921,2,0,9,1,9,4,12560,880,160,930,310,20,520,740,20,"Inter","Italy","Italy","Defender","left",31500000,0
"Alessandro Bastoni","2018-2019",19,1690,1,0,2,0,5,2,5090,834,10,250,20,0,440,1160,121,"Parma","Italy","Italy","Defender","left",1.5e+07,0
"Alessandro Bastoni","2018-2019",19,1690,1,0,2,0,5,2,5090,834,10,250,20,0,440,1160,121,"Parma","Italy","Italy","Defender","left",1.5e+07,0
"Alessandro Bastoni","2017-2018",18,91,0,0,0,0,0,0,720,857,20,70,30,0,40,40,225,"Atalanta","Italy","Italy","Defender","left",2500000,0
"Alessandro Buongiorno","2020-2021",21,858,0,0,4,0,0,0,3600,851,0,210,20,0,270,440,83,"Torino","Italy","Italy","Defender","left",2500000,0
"Alessandro Buongiorno","2017-2018",18,9,0,0,0,0,0,0,60,857,0,0,0,0,0,10,30,"Torino","Italy","Italy","Defender","left",75000,0
"Alessandro Deiola","2018-2019",22,450,0,0,2,0,0,2,1230,715,20,130,70,0,90,70,12,"Cagliari","Italy","Italy","Midfielder","right",1200000,0
"Alessandro Deiola","2017-2018",21,449,0,0,3,0,0,2,1040,703,20,140,50,0,150,110,85,"Cagliari","Italy","Italy","Midfielder","right",1300000,0
"Alessandro Deiola","2018-2019",22,545,0,1,3,0,17,1,1340,740,20,120,70,10,150,60,19,"Parma","Italy","Italy","Midfielder","right",1200000,0
"Alessandro Deiola","2020-2021",24,615,0,0,2,0,0,1,1270,770,80,100,100,0,280,170,158,"Cagliari","Italy","Italy","Midfielder","right",1e+08,0
"Alessandro Deiola","2018-2019",22,450,0,0,2,0,0,2,1230,715,20,130,70,0,90,70,12,"Cagliari","Italy","Italy","Midfielder","right",1200000,0
"Alessandro Deiola","2018-2019",22,545,0,1,3,0,17,1,1340,740,20,120,70,10,150,60,19,"Parma","Italy","Italy","Midfielder","right",1200000,0
"Alessandro Deiola","2019-2020",23,717,1,1,3,0,25,2,2240,757,90,210,140,10,250,190,14,"Lecce","Italy","Italy","Midfielder","right",950000,0
"Alessandro Deiola","2019-2020",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"Cagliari","Italy","Italy","Midfielder","right",950000,0
"Alessandro Deiola","2020-2021",24,360,0,0,1,0,0,1,1970,842,60,190,140,10,110,20,92,"Spezia","Italy","Italy","Midfielder","right",1e+08,0
"Alessandro Deiola","2019-2020",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"Cagliari","Italy","Italy","Midfielder","right",950000,0
"Alessandro Deiola","2019-2020",23,717,1,1,3,0,25,2,2240,757,90,210,140,10,250,190,14,"Lecce","Italy","Italy","Midfielder","right",950000,0
"Alessandro Florenzi","2018-2019",27,2180,3,2,5,1,21,9,11370,773,420,1440,750,90,710,680,183,"Roma","Italy","Italy","Defender","right",2.5e+07,0
"Alessandro Florenzi","2019-2020",28,752,0,0,1,1,0,1,5520,818,130,720,240,20,230,290,117,"Valencia","Spain","Italy","Defender","right",1.6e+07,0
"Alessandro Florenzi","2020-2021",29,1538,2,1,1,0,18,8,8300,828,190,600,270,10,450,270,20,"Paris S-G","France","Italy","Defender","right",1.3e+07,0
"Alessandro Florenzi","2017-2018",26,2387,1,3,2,0,15,7,13650,770,440,1790,840,100,610,430,209,"Roma","Italy","Italy","Defender","right",3e+09,0
"Alessandro Florenzi","2019-2020",28,997,0,1,5,0,9,2,3600,755,30,390,70,0,220,170,179,"Roma","Italy","Italy","Defender","right",1.6e+07,0
"Alessandro Florenzi","2019-2020",28,997,0,1,5,0,9,2,3600,755,30,390,70,0,220,170,179,"Roma","Italy","Italy","Defender","right",1.6e+07,0
"Alessandro Florenzi","2019-2020",28,752,0,0,1,1,0,1,5520,818,130,720,240,20,230,290,117,"Valencia","Spain","Italy","Defender","right",1.6e+07,0
"Alessandro Gamberini","2017-2018",35,1815,0,0,2,0,0,1,6030,849,0,280,10,0,300,1190,96,"Chievo","Italy","Italy","Defender","right",250000,0
"Alessandro Matri","2017-2018",32,914,3,0,1,0,3,10,1430,722,110,130,210,10,60,50,91,"Sassuolo","Italy","Italy","Forward","right",5e+07,0
"Alessandro Matri","2018-2019",33,603,2,0,3,0,3,9,1230,774,80,50,140,10,60,50,116,"Sassuolo","Italy","Italy","Forward","right",3e+07,0
"Alessandro Murgia","2018-2019",21,1072,0,3,1,0,25,3,4370,849,160,290,0,0,420,120,14,"SPAL","Italy","Italy","Midfielder","right",5e+08,0
"Alessandro Murgia","2018-2019",21,9,0,0,0,0,0,0,70,1000,0,0,280,60,10,0,30,"Lazio","Italy","Italy","Midfielder","right",5e+08,0
"Alessandro Murgia","2019-2020",22,1750,0,1,3,0,5,7,7080,834,320,470,540,20,460,210,48,"SPAL","Italy","Italy","Midfielder","right",2800000,0
