Season;Player;player_foot;market_value
2020-2021;Sylvain Marveaux;left;5,00E+05
2018-2019;Thomas Basila;right;5,00E+05
2017-2018;Thomas Rodríguez;right;5,00E+05
2020-2021;Thomas Touré;right;5,00E+05
2018-2019;Tiago Casasola;right;5,00E+05
2017-2018;Tim Handwerker;left;5,00E+05
2017-2018;Timo Stavitski;right;5,00E+05
2018-2019;Timothy Tillman;right;5,00E+05
2018-2019;Tito;right;5,00E+05
2018-2019;Tomas Hubocan;both;5,00E+05
2018-2019;Tommie Hoban;right;5,00E+05
2017-2018;Unai Simón;right;5,00E+05
2017-2018;Vasilije Janjicic;right;5,00E+05
2020-2021;Vasilios Zagaritis;left;5,00E+05
2018-2019;Viktor Gyökeres;right;5,00E+05
2017-2018;Vincent Bessat;left;5,00E+05
2020-2021;Wesley Lautoa;left;5,00E+05
2020-2021;Xavi Simons;right;5,00E+05
2018-2019;Yannick Cahuzac;right;5,00E+05
2018-2019;Yannis Clementia;right;5,00E+05
2020-2021;Yehvann Diouf;right;5,00E+05
2017-2018;Yohann Pelé;right;5,00E+05
2018-2019;Yohann Pelé;right;5,00E+05
2017-2018;Yusuf Sari;left;5,00E+05
2019-2020;Bobby Adekanye;left;525000
2019-2020;Christian Früchtl;left;525000
2019-2020;Facundo Píriz;right;525000
2019-2020;Haithem Loucif;right;525000
2019-2020;Hugo Magnetti;left;525000
2019-2020;Ilay Elmkies;right;525000
2019-2020;Lino Tempelmann;right;525000
2019-2020;Yvann Maçon;right;525000
2019-2020;Biagio Meccariello;right;550000
2019-2020;Christopher Trimmel;right;550000
2019-2020;Danilo;right;550000
2019-2020;Ferris N'Goma;both;550000
2020-2021;Ferris N'Goma;both;550000
2019-2020;Georg Teigl;right;550000
2019-2020;Joris Kayembe;left;550000
2019-2020;Kevin Mayi;right;550000
2019-2020;Koke Vegas;right;550000
2019-2020;Laurent Jans;right;550000
2019-2020;Lillo Castellano;right;550000
2020-2021;Luca Plogmann;both;550000
2019-2020;Luca Siligardi;left;550000
2019-2020;Maarten Stekelenburg;right;550000
2019-2020;Philip Heise;left;550000
2019-2020;Quini;right;550000
2019-2020;Rubén Martínez;right;550000
2018-2019;Stephy Mavididi;right;550000
2018-2019;Álvaro Jiménez;right;6,00E+05
2017-2018;Abdallah Ndour;left;6,00E+05
2018-2019;Abdallah Ndour;left;6,00E+05
2018-2019;Alberto Guitián;right;6,00E+05
2018-2019;Alessandro Capello;right;6,00E+05
2018-2019;Alexandre Letellier;right;6,00E+05
2018-2019;Aly Ndom;left;6,00E+05
2018-2019;Aly Ndom;left;6,00E+05
2017-2018;Andoni López;left;6,00E+05
2020-2021;Andrés Fernández;right;6,00E+05
2017-2018;Anthony Maisonnial;right;6,00E+05
2020-2021;Antonio Cioffi;right;6,00E+05
2018-2019;Axel Werner;right;6,00E+05
2018-2019;Axel Werner;right;6,00E+05
2020-2021;Bastian Oczipka;left;6,00E+05
2018-2019;Billy Ketkeophomphone;right;6,00E+05
2018-2019;Branimir Hrgota;left;6,00E+05
2018-2019;Carlos Vigaray;right;6,00E+05
2020-2021;Cheick Doukouré;right;6,00E+05
2020-2021;Ciprian Tatarusanu;right;6,00E+05
2020-2021;Clément Depres;right;6,00E+05
2020-2021;Cristian Dell'Orco;left;6,00E+05
2018-2019;Damir Ceter;right;6,00E+05
2020-2021;Dani Cárdenas;right;6,00E+05
2020-2021;Danilo;right;6,00E+05
2018-2019;Davor Lovren;left;6,00E+05
2020-2021;Denis Odoi;right;6,00E+05
2017-2018;Dylan Bahamboula;right;6,00E+05
2020-2021;Edoardo Vergani;right;6,00E+05
2019-2020;Eldin Jakupovic;right;6,00E+05
2018-2019;Emanuele Giaccherini;right;6,00E+05
2017-2018;Emil Hallfreðsson;left;6,00E+05
2017-2018;Emmanuel Bourgaud;right;6,00E+05
2017-2018;Enock Kwateng;right;6,00E+05
2018-2019;Erik Palmer-Brown;right;6,00E+05
2017-2018;Ernest Seka;right;6,00E+05
2018-2019;Fabian Reese;right;6,00E+05
2019-2020;Fabian Reese;right;6,00E+05
2020-2021;Fabri;right;6,00E+05
2018-2019;Facundo García;right;6,00E+05
2018-2019;Felix Wiedwald;right;6,00E+05
2019-2020;Florian Flecker;right;6,00E+05
2017-2018;Francisco Molinero;right;6,00E+05
2017-2018;Franco Zuculini;right;6,00E+05
2017-2018;Gabriel;left;6,00E+05
2017-2018;Gauthier Hein;left;6,00E+05
2018-2019;Grégory Berthier;left;6,00E+05
2020-2021;Graziano Pellè;right;6,00E+05
2018-2019;Grejohn Kyei;right;6,00E+05
2017-2018;Hamza Mendyl;left;6,00E+05
2020-2021;Iñigo Pérez;left;6,00E+05
2018-2019;Ibrahim Cissé;right;6,00E+05
2020-2021;Ibrahima Traoré;left;6,00E+05
2018-2019;Issa Marega;right;6,00E+05
2017-2018;Iván Cuéllar;left;6,00E+05
2017-2018;Iván López;right;6,00E+05
2019-2020;Jérôme Gondorf;right;6,00E+05
2018-2019;Jérôme Prior;both;6,00E+05
2017-2018;Jérémy Grimm;right;6,00E+05
2020-2021;Jamal Blackman;right;6,00E+05
2019-2020;Jan Morávek;right;6,00E+05
2019-2020;Jannik Huth;right;6,00E+05
2019-2020;Jason Steele;right;6,00E+05
2020-2021;Javi López;left;6,00E+05
2020-2021;Jessy Moulin;right;6,00E+05
2020-2021;Jimmy Dunne;right;6,00E+05
2020-2021;Jon Ander Garrido;right;6,00E+05
2017-2018;Jordan N'Kololo;right;6,00E+05
2018-2019;Jordi Calavera;right;6,00E+05
2018-2019;Juan Ibiza;left;6,00E+05
2020-2021;Juan Pérez;right;6,00E+05
2017-2018;Juan Soriano;right;6,00E+05
2020-2021;Julian Pollersbeck;right;6,00E+05
2019-2020;Julian Schieber;left;6,00E+05
2017-2018;Kwasi Wriedt;left;6,00E+05
2017-2018;Lars Mai;right;6,00E+05
2018-2019;Lars Mai;right;6,00E+05
2018-2019;Laurent Ciman;right;6,00E+05
2017-2018;Leandrinho;right;6,00E+05
2018-2019;Leandrinho;right;6,00E+05
2017-2018;Leandro Cabrera;left;6,00E+05
2017-2018;Leandro Cabrera;left;6,00E+05
2019-2020;Lee Grant;right;6,00E+05
2018-2019;Lorenzo Lollo;right;6,00E+05
2020-2021;Luca Cigarini;right;6,00E+05
2020-2021;Lucas Dias;right;6,00E+05
2019-2020;Luke Garbutt;left;6,00E+05
2018-2019;Manuel Scavone;left;6,00E+05
2020-2021;Marco Höger;right;6,00E+05
2018-2019;Marco Pinato;left;6,00E+05
2018-2019;Mark Flekken;both;6,00E+05
2017-2018;Mathieu Flamini;right;6,00E+05
2018-2019;Mathieu Flamini;right;6,00E+05
2020-2021;Matthew Pennington;right;6,00E+05
2020-2021;Matthieu Dreyer;right;6,00E+05
2020-2021;Mattia Sprocati;both;6,00E+05
2020-2021;Miguel Atienza;right;6,00E+05
2020-2021;Miguel Cifuentes;right;6,00E+05
2017-2018;Nano Mesa;right;6,00E+05
2018-2019;Nano Mesa;right;6,00E+05
2017-2018;Nathaël Julan;right;6,00E+05
2018-2019;Nenad Tomović;right;6,00E+05
2017-2018;Nicolás Gorosito;right;6,00E+05
2018-2019;Niklas Schmidt;both;6,00E+05
2020-2021;Oscar Wendt;left;6,00E+05
2017-2018;Palkó Dárdai;left;6,00E+05
2020-2021;Pavao Pervan;both;6,00E+05
2020-2021;Pedro Alcalá;right;6,00E+05
2018-2019;Philipp Ochs;left;6,00E+05
2018-2019;Pierrick Valdivia;left;6,00E+05
2017-2018;Przemyslaw Tyton;right;6,00E+05
2017-2018;Rémy Descamps;left;6,00E+05
2017-2018;Raïs M'Bolhi;right;6,00E+05
2020-2021;Raúl Carnero;left;6,00E+05
2020-2021;Ragnar Klavan;left;6,00E+05
2019-2020;Ravel Morrison;right;6,00E+05
2018-2019;Reinildo Mandava;left;6,00E+05
2017-2018;Riccardo Meggiorini;left;6,00E+05
2019-2020;Rob Elliot;left;6,00E+05
2017-2018;Robin Zentner;right;6,00E+05
2017-2018;Rominigue Kouamé;left;6,00E+05
2020-2021;Ron-Thorben Hoffmann;right;6,00E+05
2017-2018;Saúl García;left;6,00E+05
2018-2019;Sauli Väisänen;right;6,00E+05
2017-2018;Sebastian Maier;right;6,00E+05
2020-2021;Simone Colombi;right;6,00E+05
2017-2018;Stefan Simic;right;6,00E+05
2018-2019;Stefano Beltrame;right;6,00E+05
2019-2020;Thomas Kraft;right;6,00E+05
2020-2021;Tim Ream;left;6,00E+05
2017-2018;Vahid Selimovic;both;6,00E+05
2017-2018;Verza;right;6,00E+05
2020-2021;Vincent Laurini;right;6,00E+05
2017-2018;Vincent Marcel;left;6,00E+05
2019-2020;Willy Caballero;right;6,00E+05
2020-2021;Yoan Cardinale;right;6,00E+05
2017-2018;Zdravko Kuzmanovic;right;6,00E+05
2019-2020;Giacomo Raspadori;both;625000
2019-2020;Jonathan Meier;left;625000
2019-2020;Loïc Badiashile;right;625000
2019-2020;Lucas Dias;right;625000
2019-2020;Manolo Portanova;right;625000
2019-2020;Palkó Dárdai;left;625000
2019-2020;Abdón Prats;left;650000
2019-2020;Adrián Marín;left;650000
2020-2021;Akaki Gogia;both;650000
2019-2020;Aleksandar Sedlar;right;650000
2019-2020;Alex Alegría;right;650000
2019-2020;Antonio Mirante;right;650000
2019-2020;Arda Turan;right;650000
2019-2020;Brendan Chardonnet;right;650000
2019-2020;Cristian Dell'Orco;left;650000
2019-2020;Daniele Padelli;right;650000
2019-2020;Felix Kroos;right;650000
2019-2020;Florian Kastenmeier;right;650000
2019-2020;Fouad Chafik;right;650000
2019-2020;Fran Gámez;right;650000
2019-2020;Francesco Magnanelli;right;650000
2019-2020;Germán Sánchez;right;650000
2019-2020;Grégory Sertic;right;650000
2019-2020;Iván Cuéllar;left;650000
2019-2020;Iván Ramis;right;650000
2019-2020;Javi Moyano;right;650000
2019-2020;Jawad El Yamiq;right;650000
2019-2020;Joseph Marie Minala;right;650000
2019-2020;Juan Hernández;left;650000
2019-2020;Juan Villar;right;650000
2017-2018;Julian Green;right;650000
2019-2020;Luca Marrone;right;650000
2019-2020;Manuel Cabit;left;650000
2019-2020;Manuel Schmiedebach;right;650000
2019-2020;Mauro Vigorito;right;650000
2019-2020;Mike Frantz;right;650000
2020-2021;Nathan de Medina;right;650000
2019-2020;Pablo Hervías;right;650000
2019-2020;Pascal Köpke;right;650000
2019-2020;Pavao Pervan;both;650000
2019-2020;Pedro Chirivella;right;650000
2019-2020;Pepe Reina;right;650000
2019-2020;Pepe Reina;right;650000
2019-2020;Petar Skuletic;left;650000
2019-2020;Richairo Zivkovic;right;650000
2019-2020;Sebastian Eriksson;left;650000
2019-2020;Simone Colombi;right;650000
2019-2020;Timo Becker;right;650000
2019-2020;Yoan Cardinale;right;650000
2019-2020;Darko Churlinov;right;675000
2019-2020;Dylan Levitt;right;675000
2019-2020;Ian Poveda;left;675000
2019-2020;Sauli Väisänen;right;675000
2017-2018;Ablie Jallow;left;7,00E+05
2017-2018;Alberto Aquilani;right;7,00E+05
2017-2018;Aleksandar Tonev;both;7,00E+05
2017-2018;Alexandre Oukidja;right;7,00E+05
2017-2018;Alexis Zapata;left;7,00E+05
2018-2019;Andersson Ordóñez;left;7,00E+05
2017-2018;Andrea Costa;left;7,00E+05
2018-2019;Andreas Luthe;right;7,00E+05
2020-2021;Andrey Galabinov;right;7,00E+05
2017-2018;Antonio Donnarumma;right;7,00E+05
2018-2019;Armando Sadiku;right;7,00E+05
2017-2018;Aythami Artiles;right;7,00E+05
2020-2021;Bamba Dieng;right;7,00E+05
2017-2018;Benjamin Leroy;right;7,00E+05
2018-2019;Borja Lasso;right;7,00E+05
2020-2021;Cebio Soukou;right;7,00E+05
2017-2018;Christian Rivera;right;7,00E+05
2018-2019;Clément Michelin;right;7,00E+05
2018-2019;Cristiano Lombardi;right;7,00E+05
2018-2019;Daniel Ciofani;right;7,00E+05
2017-2018;Daniele Dessena;right;7,00E+05
2020-2021;Danijel Petkovic;right;7,00E+05
2020-2021;David Juncà;left;7,00E+05
2018-2019;Davide Di Gennaro;left;7,00E+05
2020-2021;Dilane Bakwa;right;7,00E+05
2020-2021;Edgar Sevikyan;left;7,00E+05
2020-2021;Emmanuel Rivière;right;7,00E+05
2020-2021;Emre Mor;left;7,00E+05
2017-2018;Fabio Pisacane;right;7,00E+05
2018-2019;Fabio Pisacane;right;7,00E+05
2020-2021;Florian Flick;both;7,00E+05
2018-2019;Georg Teigl;right;7,00E+05
2018-2019;Gianluca Scamacca;right;7,00E+05
2018-2019;Hassane Kamara;left;7,00E+05
2017-2018;Hernán Santana;right;7,00E+05
2020-2021;Hugo Magnetti;left;7,00E+05
2018-2019;Jérémie Broh;right;7,00E+05
2020-2021;Jacob Barrett Laursen;left;7,00E+05
2017-2018;João Schmidt;left;7,00E+05
2018-2019;Joel Untersee;right;7,00E+05
2017-2018;Jonathan Ikoné;left;7,00E+05
2018-2019;Juanjo Narváez;right;7,00E+05
2017-2018;Karamoko Cissé;right;7,00E+05
2020-2021;Karlo Letica;right;7,00E+05
2018-2019;Kevin Goden;right;7,00E+05
2018-2019;Lass Bangoura;right;7,00E+05
2018-2019;Luca Garritano;right;7,00E+05
2017-2018;Luca Mora;left;7,00E+05
2017-2018;Luca Vido;right;7,00E+05
2018-2019;Luismi;right;7,00E+05
2020-2021;Marcel Schmelzer;left;7,00E+05
2018-2019;Marco Capuano;left;7,00E+05
2018-2019;Marlos Moreno;right;7,00E+05
2018-2019;Marvin Martin;right;7,00E+05
2018-2019;Mauro Coppolaro;right;7,00E+05
2017-2018;Mehdi Tahrat;right;7,00E+05
2017-2018;Michele Camporese;right;7,00E+05
2018-2019;Nacho Gil;right;7,00E+05
2018-2019;Nícolas;right;7,00E+05
2020-2021;Niklas Moisander;left;7,00E+05
2020-2021;Niklas Tauer;right;7,00E+05
2017-2018;Noë Dussenne;right;7,00E+05
2020-2021;Oier;right;7,00E+05
2018-2019;Pablo Hervías;right;7,00E+05
2018-2019;Pablo Hervías;right;7,00E+05
2018-2019;Panagiotis Vlachodimos;right;7,00E+05
2020-2021;Patrick Erras;right;7,00E+05
2017-2018;Patrick Kammerbauer;right;7,00E+05
2020-2021;Pedro Mosquera;left;7,00E+05
2018-2019;Pere Milla;left;7,00E+05
2020-2021;Petar Skuletic;left;7,00E+05
2020-2021;Reinhold Yabo;right;7,00E+05
2020-2021;Roberto;right;7,00E+05
2017-2018;Rodrigo Palacio;right;7,00E+05
2017-2018;Rolando Aarons;left;7,00E+05
2017-2018;Rolando Aarons;left;7,00E+05
2020-2021;Romain Philippoteaux;both;7,00E+05
2017-2018;Samuel Souprayen;left;7,00E+05
2020-2021;Sebastien De Maio;right;7,00E+05
2020-2021;Sergio Álvarez;right;7,00E+05
2018-2019;Sidney Friede;right;7,00E+05
2017-2018;Stéphane Sessègnon;right;7,00E+05
2020-2021;Tobias Raschl;right;7,00E+05
2017-2018;Vasilios Torosidis;right;7,00E+05
2017-2018;Youcef Belaïli;right;7,00E+05
2018-2019;Yves Baraye;right;7,00E+05
2018-2019;Zinédine Machach;right;7,00E+05
2019-2020;Óscar Duarte;right;725000
2019-2020;Élie Youan;right;725000
2019-2020;Álex Martínez;left;725000
2019-2020;André Anderson;right;725000
2019-2020;Andrea Tabanelli;right;725000
2019-2020;Ben Zolinski;right;725000
2019-2020;Benjamin Goller;right;725000
2019-2020;Bryan Soumaré;left;725000
2019-2020;Danijel Petkovic;right;725000
2019-2020;Esteban Burgos;right;725000
2019-2020;Fabio Lucioni;left;725000
2019-2020;Felix Götze;right;725000
2019-2020;Gabriele Corbo;right;725000
2019-2020;Gianluca Gaetano;right;725000
2019-2020;Hianga'a Mbock;right;725000
2019-2020;Klaus Gjasula;both;725000
2019-2020;Luca Tremolada;left;725000
2019-2020;Mads Pedersen;left;725000
2019-2020;Marco Pompetti;left;725000
2019-2020;Mickaël Alphonse;right;725000
2019-2020;Mickaël Le Bihan;right;725000
2019-2020;Noah Joel Sarenren Bazee;right;725000
2019-2020;Rey Manaj;both;725000
2019-2020;Sebastien De Maio;right;725000
2019-2020;Svante Ingelsson;left;725000
2019-2020;Toño;left;725000
2019-2020;Vasco Regini;left;725000
2019-2020;Vasco Regini;left;725000
2019-2020;Yoric Ravet;right;725000
2018-2019;Aaron Ramsdale;right;750000
2017-2018;Adam Federici;right;750000
2017-2018;Alexander Meier;right;750000
2017-2018;Alexandros Katranis;left;750000
2017-2018;Ambroise Oyongo;left;750000
2020-2021;Andrés Tello;right;750000
2018-2019;Arnold Bouka Moutou;left;750000
2018-2019;Aron Jóhannsson;right;750000
2017-2018;Bruno;right;750000
2018-2019;Bruno;right;750000
2017-2018;Chris Long;right;750000
2018-2019;Connor Mahoney;left;750000
2017-2018;Daniel Congré;right;750000
2018-2019;Daniel Congré;right;750000
2017-2018;Danny Blum;left;750000
2018-2019;Djegui Koita;right;750000
2018-2019;Eduardo;right;750000
2018-2019;Eldin Jakupovic;right;750000
2017-2018;Fabian Reese;right;750000
2017-2018;Farès Bahlouli;right;750000
2020-2021;Federico Mattiello;right;750000
2017-2018;Florian Hübner;right;750000
2018-2019;Havard Nielsen;right;750000
2017-2018;Jan Morávek;right;750000
2018-2019;Jan Morávek;right;750000
2017-2018;Jannik Huth;right;750000
2017-2018;Jaroslav Plasil;right;750000
2018-2019;Jason Steele;right;750000
2018-2019;Jazz Richards;right;750000
2017-2018;Jean-Luc Dompé;right;750000
2018-2019;Jonas Föhrenbach;left;750000
2017-2018;Josh Sims;right;750000
2018-2019;Julian Schieber;left;750000
2020-2021;Julien Serrano;left;750000
2017-2018;Julio Villalba;right;750000
2018-2019;Julio Villalba;right;750000
2017-2018;Kévin Bérigaud;right;750000
2018-2019;Kadeem Harris;right;750000
2018-2019;Lee Grant;right;750000
2018-2019;Loïc Damour;right;750000
2018-2019;Loïc Puyo;left;750000
2017-2018;Louis Nganioni;left;750000
2018-2019;Luca Clemenza;left;750000
2020-2021;Lukasz Piszczek;right;750000
2018-2019;Luke Garbutt;left;750000
2018-2019;Marco Russ;right;750000
2017-2018;Matej Delac;right;750000
2018-2019;Matthew Connolly;right;750000
2018-2019;Nolan Mbemba;right;750000
2018-2019;Paul Verhaegh;right;750000
2017-2018;Philipp Ochs;left;750000
2017-2018;Raphael Framberger;right;750000
2017-2018;Riccardo Brosco;right;750000
2017-2018;Rolando;right;750000
2018-2019;Rolando;right;750000
2017-2018;Romain Danzé;right;750000
2018-2019;Romain Danzé;right;750000
2017-2018;Seydou Sy;right;750000
2018-2019;Seydou Sy;right;750000
2018-2019;Simon Rhein;left;750000
2017-2018;Simone Palombi;right;750000
2018-2019;Thomas Kraft;right;750000
2018-2019;Thomas Rodríguez;right;750000
2017-2018;Timo Hübers;right;750000
2018-2019;Timo Hübers;right;750000
2017-2018;Tobias Sippel;right;750000
2018-2019;Tobias Sippel;right;750000
2017-2018;Tommie Hoban;right;750000
2017-2018;Yannick Cahuzac;right;750000
2018-2019;Younn Zahary;right;750000
2019-2020;Seung-woo Lee;right;775000
2020-2021;Óscar Duarte;right;8,00E+05
2017-2018;Óscar Rodríguez;right;8,00E+05
2019-2020;Aaron Tshibola;right;8,00E+05
2018-2019;Adrián Marín;left;8,00E+05
2019-2020;Adrián Ramos;right;8,00E+05
2017-2018;Afonso Figueiredo;left;8,00E+05
2017-2018;Albert Rafetraniaina;right;8,00E+05
2020-2021;Alessandro Tuia;right;8,00E+05
2017-2018;Alex Alegría;right;8,00E+05
2018-2019;Alex Alegría;right;8,00E+05
2018-2019;Alex Alegría;right;8,00E+05
2019-2020;Alexander Esswein;right;8,00E+05
2019-2020;Alexander Szymanowski;left;8,00E+05
2020-2021;Alpha Sissoko;right;8,00E+05
2020-2021;Amadou Traoré;right;8,00E+05
2018-2019;André Moreira;right;8,00E+05
2017-2018;Andrés Fernández;right;8,00E+05
2019-2020;Andrés Fernández;right;8,00E+05
2020-2021;Andrea Masiello;right;8,00E+05
2019-2020;Andrea Rispoli;right;8,00E+05
2017-2018;Andrew Hjulsager;right;8,00E+05
2020-2021;Anthony Ujah;right;8,00E+05
2019-2020;Antoñito;right;8,00E+05
2019-2020;Antonio Adán;left;8,00E+05
2020-2021;Antonio Barragán;right;8,00E+05
2017-2018;Antonio Caracciolo;right;8,00E+05
2018-2019;Antonio Mirante;right;8,00E+05
2017-2018;Aristóteles Romero;right;8,00E+05
2017-2018;Armando Sadiku;right;8,00E+05
2017-2018;Arnold Bouka Moutou;left;8,00E+05
2017-2018;Bacary Sagna;right;8,00E+05
2017-2018;Baissama Sankoh;right;8,00E+05
2018-2019;Bartosz Salamon;right;8,00E+05
2018-2019;Bartosz Salamon;right;8,00E+05
2018-2019;Benjamin Corgnet;right;8,00E+05
2019-2020;Benno Schmitz;right;8,00E+05
2020-2021;Benno Schmitz;right;8,00E+05
2020-2021;Bingourou Kamara;right;8,00E+05
2019-2020;Birkir Bjarnason;right;8,00E+05
2019-2020;Blerim Dzemaili;right;8,00E+05
2018-2019;Bobby Allain;right;8,00E+05
2020-2021;Botond Balogh;right;8,00E+05
2018-2019;Brandon Borrello;right;8,00E+05
2017-2018;Brice Samba;right;8,00E+05
2019-2020;Bruno Alves;right;8,00E+05
2017-2018;Bruno Gama;right;8,00E+05
2018-2019;Bruno Soriano;left;8,00E+05
2020-2021;Burgui;right;8,00E+05
2019-2020;Caleb Okoli;right;8,00E+05
2019-2020;Cameron Borthwick-Jackson;left;8,00E+05
2017-2018;Carles Planas;left;8,00E+05
2018-2019;Carles Planas;left;8,00E+05
2018-2019;Carlos Akapo;right;8,00E+05
2020-2021;Carlos Akapo;right;8,00E+05
2019-2020;Carlos Neva;left;8,00E+05
2017-2018;Carlos Vigaray;right;8,00E+05
2020-2021;Cheick Traoré;right;8,00E+05
2020-2021;Chema;left;8,00E+05
2017-2018;Chory Castro;left;8,00E+05
2020-2021;Christian Fuchs;left;8,00E+05
2020-2021;Christian Gebauer;right;8,00E+05
2019-2020;Christian Gentner;right;8,00E+05
2020-2021;Christian Walton;left;8,00E+05
2020-2021;Coke;right;8,00E+05
2017-2018;Cristiano Lombardi;right;8,00E+05
2017-2018;Cristiano Lombardi;right;8,00E+05
2017-2018;Dani Pacheco;both;8,00E+05
2018-2019;Daniel Baier;right;8,00E+05
2020-2021;Daniel Brosinski;right;8,00E+05
2020-2021;Daniel Fuzato;right;8,00E+05
2020-2021;Daniel Maldini;right;8,00E+05
2017-2018;Daniele Padelli;right;8,00E+05
2018-2019;Daniele Padelli;right;8,00E+05
2019-2020;Danijel Subasic;right;8,00E+05
2018-2019;Danilo;right;8,00E+05
2018-2019;Danilo;right;8,00E+05
2019-2020;Dante;left;8,00E+05
2018-2019;Darijo Srna;right;8,00E+05
2017-2018;David Concha;right;8,00E+05
2020-2021;David Costa;left;8,00E+05
2020-2021;David Gil;right;8,00E+05
2017-2018;David Simón;right;8,00E+05
2018-2019;Davide Agazzi;right;8,00E+05
2018-2019;Dennis Jastrzembski;left;8,00E+05
2019-2020;Dennis Srbeny;right;8,00E+05
2019-2020;Dennis Srbeny;right;8,00E+05
2019-2020;Diego López;right;8,00E+05
2020-2021;Dion Lopy;right;8,00E+05
2017-2018;Durel Avounou;left;8,00E+05
2018-2019;Durel Avounou;left;8,00E+05
2019-2020;Ebrima Colley;right;8,00E+05
2019-2020;Edgar González;right;8,00E+05
2017-2018;Elio Capradossi;both;8,00E+05
2017-2018;Emanuel Vignato;right;8,00E+05
2018-2019;Emanuele Terranova;right;8,00E+05
2017-2018;Emmanuel Imorou;left;8,00E+05
2018-2019;Emmanuel Imorou;left;8,00E+05
2017-2018;Enric Saborit;left;8,00E+05
2017-2018;Esteban Rolón;right;8,00E+05
2020-2021;Eugeni Valderrama;right;8,00E+05
2020-2021;Fabian Klos;both;8,00E+05
2020-2021;Fabien Lemoine;right;8,00E+05
2019-2020;Fabio Ceravolo;right;8,00E+05
2018-2019;Fabrizio Cacciatore;right;8,00E+05
2018-2019;Fabrizio Cacciatore;right;8,00E+05
2019-2020;Fabrizio Cacciatore;right;8,00E+05
2018-2019;Farid El Melali;both;8,00E+05
