Player;Age;Min;Gls;Ast;CrdY;CrdR;G+A;SoT;Cmp;Cmp%;KP;Prog;SCA;GCA;Tkl+Int;Clr;PPM;Season;Team;League;Nationality;Position
Mahame Siby;24;21;0;0;0;0;0;0;90;750;0;0;0;0;0;0;243;2020-2021;Strasbourg;France;Mali;Midfielder
Mahdi Camara;22;3290;3;2;4;0;14;10;14490;863;250;1040;610;40;1660;720;122;2020-2021;Saint-Étienne;France;France;Midfielder
Mahmoud Dahoud;24;1258;1;1;2;0;14;5;7860;861;120;640;360;50;570;140;214;2020-2021;Dortmund;Germany;Germany;Midfielder
Makoto Hasebe;36;2288;0;0;5;0;0;1;14810;890;50;1360;390;10;880;730;186;2020-2021;Eint Frankfurt;Germany;Japan;Defender
Malick Thiaw;18;1452;1;0;5;1;6;4;6220;817;20;270;60;0;800;800;53;2020-2021;Schalke 04;Germany;Germany;Defender
Malik Sellouki;20;66;1;0;1;0;136;1;200;667;0;30;0;0;20;0;0;2020-2021;Nice;France;France;Forward
Malo Gusto;17;2;0;0;0;0;0;0;10;1000;0;0;0;0;0;0;30;2020-2021;Lyon;France;France;Defender
Mama Samba Baldé;24;2161;7;0;4;0;29;19;3430;697;100;190;450;20;410;190;48;2020-2021;Dijon;France;Guinea-Bissau;Forward
Mamadou Coulibaly;21;184;0;0;0;0;0;0;630;768;20;90;60;0;110;0;0;2020-2021;Udinese;Italy;Senegal;Midfielder
Mamadou Fofana;22;1070;0;0;2;0;0;0;3770;840;20;140;50;0;460;410;131;2020-2021;Metz;France;Mali;Midfielder
Mamadou Sakho;30;276;0;0;0;0;0;0;720;878;0;30;0;0;40;140;15;2020-2021;Crystal Palace;England;France;Defender
Mamor Niang;18;22;0;0;0;0;0;0;40;800;0;0;0;0;20;0;0;2020-2021;Getafe;Spain;Senegal;Forward
Manolo Gabbiadini;28;870;3;2;1;0;52;13;1650;733;120;300;260;70;60;60;144;2020-2021;Sampdoria;Italy;Italy;Forward
Manolo Portanova;20;70;0;0;1;0;0;1;170;773;0;30;40;10;30;0;20;2020-2021;Juventus;Italy;Italy;Forward
Manolo Portanova;20;66;0;0;0;0;0;2;210;913;0;0;0;0;50;20;10;2020-2021;Genoa;Italy;Italy;Defender
Manu Emmanuel Gyabuaa;18;2;0;0;0;0;0;0;10;1000;0;0;0;0;0;0;30;2020-2021;Atalanta;Italy;Italy;Midfielder
Manu García;34;1124;0;0;9;1;0;2;2780;715;50;250;110;10;390;300;115;2020-2021;Alavés;Spain;Spain;Midfielder
Manu Trigueros;28;2527;1;6;6;1;25;8;13970;860;330;1420;670;110;740;210;154;2020-2021;Villarreal;Spain;Spain;Midfielder
Manu Vallejo;23;950;5;0;2;0;47;13;1910;749;50;270;180;10;260;30;11;2020-2021;Valencia;Spain;Spain;Forward
Manuel Akanji;25;2350;2;0;4;0;8;4;19490;929;20;1280;150;10;840;1060;182;2020-2021;Dortmund;Germany;Switzerland;Defender
Manuel Gulde;29;1954;2;0;3;0;9;5;8980;885;0;480;60;10;520;870;148;2020-2021;Freiburg;Germany;Germany;Defender
Manuel Lanzini;27;566;1;1;1;0;32;3;3270;889;110;200;200;40;120;50;147;2020-2021;West Ham;England;Argentina;Midfielder
Manuel Lazzari;26;2613;2;5;2;1;24;6;9500;805;300;380;630;80;520;320;175;2020-2021;Lazio;Italy;Italy;Defender
Manuel Locatelli;22;2883;4;2;9;0;19;9;24360;875;410;2660;860;100;1300;700;176;2020-2021;Sassuolo;Italy;Italy;Midfielder
Manuel Perez;29;128;0;0;1;0;0;0;400;870;0;40;0;0;40;20;25;2020-2021;Lens;France;France;Midfielder
Manuel Prietl;28;2517;1;1;3;0;7;5;7960;800;80;550;310;50;1140;350;10;2020-2021;Arminia;Germany;Austria;Midfielder
Manuel Sánchez;19;49;0;1;0;0;184;1;4020;736;140;480;250;40;0;0;30;2020-2021;Atlético Madrid;Spain;Spain;Defender
Manuel Sánchez;19;976;0;4;4;0;37;0;240;774;10;0;10;10;380;220;15;2020-2021;Osasuna;Spain;Spain;Defender
Maranhão;23;1177;4;1;3;0;38;12;1320;617;60;130;180;40;80;120;74;2020-2021;Valladolid;Spain;Brazil;Forward
Marash Kumbulla;20;1363;1;0;8;0;7;2;7200;899;30;380;70;0;280;530;19;2020-2021;Roma;Italy;Albania;Defender
Marc Albrighton;30;1746;1;5;2;0;31;9;6350;688;390;870;710;110;710;260;19;2020-2021;Leicester City;England;England;Defender
Marc Bartra;29;1694;0;1;3;0;5;4;7820;812;30;300;70;10;540;1010;147;2020-2021;Betis;Spain;Spain;Defender
Marc Baró;20;90;0;0;0;0;0;1;100;526;20;0;30;0;50;10;0;2020-2021;Cádiz;Spain;Spain;Defender
Marc Cardona;25;53;0;0;0;0;0;1;170;607;0;40;0;0;0;0;10;2020-2021;Osasuna;Spain;Spain;Forward
Marc Cucurella;22;3244;3;2;8;0;14;8;9270;708;350;1060;800;50;1240;400;103;2020-2021;Getafe;Spain;Spain;Midfielder
Marc Roca;23;177;0;0;1;0;0;0;1110;902;10;150;20;0;60;30;217;2020-2021;Bayern Munich;Germany;Spain;Midfielder
Marc-Oliver Kempf;25;2727;2;1;5;0;1;6;15430;826;110;1620;310;20;1150;1320;138;2020-2021;Stuttgart;Germany;Germany;Defender
Marcel Halstenberg;28;1651;2;2;2;0;22;4;14380;878;270;1510;530;40;560;530;204;2020-2021;RB Leipzig;Germany;Germany;Defender
Marcel Hartel;24;1681;0;0;1;0;0;6;5890;747;140;560;290;10;510;140;86;2020-2021;Arminia;Germany;Germany;Midfielder
Marcel Sabitzer;26;2026;8;3;8;0;49;21;10680;795;290;1590;590;50;740;280;181;2020-2021;RB Leipzig;Germany;Austria;Midfielder
Marcelo;32;1050;0;2;3;0;17;0;7050;810;160;810;380;30;340;240;194;2020-2021;Real Madrid;Spain;Brazil;Defender
Marcelo;33;2907;3;0;7;2;9;7;18010;888;90;1230;270;0;870;1750;188;2020-2021;Lyon;France;Brazil;Defender
Marcelo Brozović;27;2581;2;6;9;1;28;6;20000;880;450;2040;860;100;910;450;23;2020-2021;Inter;Italy;Croatia;Midfielder
Marcin Kamiński;28;219;0;0;0;0;0;0;1880;883;20;330;70;10;20;140;8;2020-2021;Stuttgart;Germany;Poland;Defender
Marco Asensio;24;1869;5;2;1;0;34;11;8080;802;360;750;710;80;280;100;22;2020-2021;Real Madrid;Spain;Spain;Forward
Marco Bertini;17;5;0;0;0;0;0;0;20;1000;0;0;0;0;10;0;0;2020-2021;Lazio;Italy;Italy;Midfielder
Marco Friedl;22;2785;0;0;6;0;0;1;13600;811;90;1060;240;20;1290;1450;94;2020-2021;Werder Bremen;Germany;Austria;Defender
Marco Höger;30;53;0;0;0;0;0;0;210;677;0;40;0;0;40;40;10;2020-2021;Köln;Germany;Germany;Defender
Marco John;18;997;0;0;1;0;0;0;4250;796;100;460;200;10;310;200;136;2020-2021;Hoffenheim;Germany;Germany;Defender
Marco Majouga;19;124;0;0;0;0;0;1;270;692;30;0;50;0;20;10;25;2020-2021;Nîmes;France;France;Midfielder
Marco Parolo;35;653;0;2;5;0;28;1;2920;825;40;270;90;20;320;280;194;2020-2021;Lazio;Italy;Italy;Defender
Marco Reus;31;2279;8;6;1;0;55;24;9140;798;500;1010;920;120;510;150;194;2020-2021;Dortmund;Germany;Germany;Midfielder
Marco Richter;22;1416;3;1;4;1;25;20;2850;597;150;390;460;60;280;100;9;2020-2021;Augsburg;Germany;Germany;Forward
Marco Sau;32;785;4;2;1;1;69;5;1850;701;200;140;310;40;140;30;96;2020-2021;Benevento;Italy;Italy;Midfielder
Marco Verratti;27;1492;0;2;7;0;12;5;16530;919;240;1350;500;60;720;90;20;2020-2021;Paris S-G;France;Italy;Midfielder
Marcos Acuña;28;2330;1;2;5;0;12;3;14260;805;330;1220;580;40;970;340;197;2020-2021;Sevilla;Spain;Argentina;Defender
Marcos Alonso;29;960;2;0;2;0;19;9;4830;816;120;490;330;20;240;370;208;2020-2021;Chelsea;England;Spain;Defender
Marcos Llorente;25;2956;12;11;6;0;7;22;11060;825;420;990;750;150;1040;310;23;2020-2021;Atlético Madrid;Spain;Spain;Midfielder
Marcos Mauro López Gutiérrez;29;1825;2;0;2;1;1;4;4210;847;20;150;40;10;440;890;104;2020-2021;Cádiz;Spain;Argentina;Defender
Marcus Coco;24;1474;0;2;5;0;12;1;4170;685;160;420;350;40;560;150;119;2020-2021;Nantes;France;France;Midfielder
Marcus Ingvartsen;24;1963;3;5;4;0;37;13;4630;710;210;430;460;90;540;160;133;2020-2021;Union Berlin;Germany;Denmark;Midfielder
Marcus Rashford;22;2920;11;9;4;0;62;36;9950;806;410;960;1050;180;260;90;192;2020-2021;Manchester Utd;England;England;Forward
Marcus Thuram;22;1731;8;3;3;1;57;20;4200;712;140;370;490;110;420;140;131;2020-2021;M'Gladbach;Germany;France;Forward
Marek Suchý;32;305;0;0;2;0;0;0;1200;870;0;80;0;0;60;120;6;2020-2021;Augsburg;Germany;Czech Republic;Defender
Mariano;26;513;1;0;0;0;18;3;780;750;20;70;90;10;20;20;194;2020-2021;Real Madrid;Spain;Dominican Republic;Forward
Marin Pongračić;22;575;0;0;2;1;0;0;2750;854;0;180;40;0;360;390;19;2020-2021;Wolfsburg;Germany;Croatia;Defender
Mario Gaspar;29;1851;0;2;3;1;1;4;9350;845;120;610;310;40;770;710;164;2020-2021;Villarreal;Spain;Spain;Defender
Mario Hermoso;25;2578;1;1;6;0;7;5;16250;846;90;1470;250;30;950;850;223;2020-2021;Atlético Madrid;Spain;Spain;Defender
Mario Lemina;26;1703;1;0;5;0;5;2;7340;853;100;560;250;20;1040;370;89;2020-2021;Fulham;England;Gabon;Midfielder
Mario Mandžukić;34;212;0;0;1;0;0;3;370;649;20;20;40;0;90;30;16;2020-2021;Milan;Italy;Croatia;Forward
Mario Pašalić;25;1122;6;2;2;0;64;12;5730;859;180;620;490;70;360;100;208;2020-2021;Atalanta;Italy;Croatia;Midfielder
Marius Bülter;27;977;1;0;1;0;9;7;1990;620;110;150;230;30;240;120;127;2020-2021;Union Berlin;Germany;Germany;Forward
Marius Wolf;25;2551;2;2;3;0;14;11;8680;687;220;1150;550;80;660;480;97;2020-2021;Köln;Germany;Germany;Defender
Mark Noble;33;712;0;0;1;0;0;0;3740;872;50;250;70;0;180;70;186;2020-2021;West Ham;England;England;Midfielder
Mark Uth;28;1494;3;1;5;0;24;10;4070;739;220;430;460;40;410;60;5;2020-2021;Schalke 04;Germany;Germany;Forward
Marko Pjaca;25;1418;3;2;0;0;32;11;4260;839;170;320;390;40;240;100;109;2020-2021;Genoa;Italy;Croatia;Forward
Marko Rog;25;1165;0;0;2;0;0;2;5400;875;90;440;220;10;510;110;10;2020-2021;Cagliari;Italy;Croatia;Midfielder
Marley Aké;19;146;0;0;0;0;0;0;280;800;0;20;10;0;40;30;156;2020-2021;Marseille;France;France;Forward
Marlon;24;1742;0;0;6;1;0;2;15370;962;10;740;120;0;510;800;142;2020-2021;Sassuolo;Italy;Brazil;Defender
Marquinhos;26;2128;3;1;2;0;17;8;16100;931;30;890;140;50;570;920;24;2020-2021;Paris S-G;France;Brazil;Defender
Marshall Munetsi;24;1928;1;0;7;1;5;3;7260;846;80;420;200;10;760;1020;119;2020-2021;Reims;France;Zimbabwe;Midfielder
Marten Winkler;17;1;0;0;0;0;0;0;0;;0;0;0;0;0;0;10;2020-2021;Hertha BSC;Germany;Germany;Forward
Marten de Roon;29;3021;1;1;8;1;6;3;18690;870;250;1990;690;70;1640;780;203;2020-2021;Atalanta;Italy;Netherlands;Midfielder
Martin Agirregabiria;24;1558;0;1;1;0;6;0;5200;715;120;450;230;30;680;480;112;2020-2021;Alavés;Spain;Spain;Defender
Martin Braithwaite;29;1175;2;2;3;0;31;7;2300;813;100;90;230;40;150;70;203;2020-2021;Barcelona;Spain;Denmark;Forward
Martin Erlic;22;1798;3;1;6;0;2;3;8900;856;10;410;40;10;560;1050;119;2020-2021;Spezia;Italy;Croatia;Defender
Martin Hinteregger;27;2527;2;1;4;0;11;6;15600;827;80;1530;310;40;1120;1440;172;2020-2021;Eint Frankfurt;Germany;Austria;Defender
Martin Kelly;30;2;0;0;0;0;0;0;20;1000;0;0;0;0;10;10;0;2020-2021;Crystal Palace;England;England;Defender
Martin Palumbo;18;63;0;0;0;0;0;0;60;500;0;10;10;0;20;10;0;2020-2021;Udinese;Italy;Norway;Midfielder
Martin Terrier;23;2436;9;7;2;1;59;17;6420;804;410;500;800;90;520;100;156;2020-2021;Rennes;France;France;Forward
Martin Ødegaard;21;866;1;2;0;0;31;3;4500;864;210;480;420;60;120;50;171;2020-2021;Arsenal;England;Norway;Midfielder
Martin Ødegaard;21;234;0;0;0;0;0;0;1470;840;50;90;60;0;20;0;157;2020-2021;Real Madrid;Spain;Norway;Midfielder
Martinelli;19;589;2;1;0;0;46;8;1260;792;90;80;210;10;140;60;193;2020-2021;Arsenal;England;Brazil;Forward
Martín Cáceres;33;2238;2;2;4;0;16;6;8240;795;110;870;220;40;460;760;128;2020-2021;Fiorentina;Italy;Uruguay;Defender
Martín Merquelanz;25;549;0;1;0;0;16;4;1730;676;100;130;200;10;130;80;162;2020-2021;Real Sociedad;Spain;Spain;Forward
Martín Montoya;29;239;0;0;0;1;0;0;1250;767;40;100;50;0;70;70;12;2020-2021;Betis;Spain;Spain;Defender
Martín Zubimendi;21;1882;0;0;6;0;0;1;9820;893;60;960;250;30;650;550;161;2020-2021;Real Sociedad;Spain;Spain;Midfielder
Marvelous Nakamba;26;749;0;0;3;0;0;1;2340;857;10;90;40;0;340;180;215;2020-2021;Aston Villa;England;Zimbabwe;Midfielder
Marvin;20;133;0;1;0;0;68;0;690;852;20;90;20;10;50;60;25;2020-2021;Real Madrid;Spain;Spain;Defender
Marvin Friedrich;24;3060;5;2;1;0;21;6;14610;809;120;1230;260;50;1050;1350;147;2020-2021;Union Berlin;Germany;Germany;Defender
Marvin Plattenhardt;28;1071;0;2;1;0;17;0;5280;756;110;500;260;30;260;200;113;2020-2021;Hertha BSC;Germany;Germany;Defender
Marvin Tshibuabua;18;43;0;0;0;0;0;0;150;882;0;0;0;0;20;20;0;2020-2021;Saint-Étienne;France;France;Defender
Marvin Zeegelaar;29;1740;1;0;6;0;5;1;6040;777;100;650;220;0;540;400;96;2020-2021;Udinese;Italy;Netherlands;Defender
Masaya Okugawa;24;914;1;0;0;0;1;3;990;611;30;100;160;40;260;60;131;2020-2021;Arminia;Germany;Japan;Midfielder
Mason Greenwood;18;1822;7;2;2;0;44;23;6080;831;150;420;500;50;280;30;177;2020-2021;Manchester Utd;England;England;Forward
Mason Holgate;23;2287;1;0;9;0;4;3;9450;788;90;670;210;0;1060;1100;15;2020-2021;Everton;England;England;Defender
Mason Mount;21;2890;6;5;2;0;34;26;15480;823;900;1820;1630;140;1110;150;169;2020-2021;Chelsea;England;England;Midfielder
Massadio Haïdara;27;2132;2;1;6;0;13;4;10090;821;180;960;310;30;900;730;168;2020-2021;Lens;France;Mali;Defender
Mateo Klimowicz;20;1198;1;1;1;0;15;10;2530;753;130;280;360;80;270;40;104;2020-2021;Stuttgart;Germany;Germany;Forward
Mateo Kovačić;26;1815;0;1;4;0;5;4;15800;910;230;1650;490;40;770;130;174;2020-2021;Chelsea;England;Croatia;Midfielder
Mateo Musacchio;29;229;0;0;2;0;0;0;1030;888;0;40;0;0;50;80;30;2020-2021;Lazio;Italy;Argentina;Defender
Mateo Musacchio;29;34;0;0;0;0;0;0;210;955;0;30;0;0;30;0;0;2020-2021;Milan;Italy;Argentina;Defender
Mateo Pavlović;30;1104;0;1;3;0;8;0;4640;896;0;200;50;10;300;650;136;2020-2021;Angers;France;Bosnia and Herzegovina;Defender
Mateu Morey;20;829;0;2;1;0;22;0;6290;842;70;480;190;30;310;70;192;2020-2021;Dortmund;Germany;Spain;Defender
Mateusz Klich;30;2393;4;5;6;0;34;10;11850;793;460;1400;970;130;690;230;143;2020-2021;Leeds United;England;Poland;Midfielder
Matheus Cunha;21;2149;7;4;9;0;46;30;5130;659;480;740;1050;90;740;60;10;2020-2021;Hertha BSC;Germany;Brazil;Forward
Matheus Pereira;24;2577;11;6;2;1;59;24;7650;718;570;950;1030;120;620;180;76;2020-2021;West Brom;England;Brazil;Midfielder
Mathew Leckie;29;506;0;1;0;0;18;1;1600;762;50;130;90;10;240;120;10;2020-2021;Hertha BSC;Germany;Australia;Forward
Mathias Pereira Lage;23;1467;4;1;5;0;31;9;3590;745;100;430;300;30;460;200;118;2020-2021;Angers;France;Portugal;Forward
Mathieu Cafaro;23;2074;4;2;3;0;26;20;5130;623;190;630;410;80;590;100;119;2020-2021;Reims;France;France;Midfielder
Mathieu Debuchy;35;2103;2;1;5;0;13;7;9400;744;170;660;330;30;1130;840;15;2020-2021;Saint-Étienne;France;France;Defender
Mathys Saban;18;13;0;0;0;0;0;0;30;1000;0;0;0;0;0;0;0;2020-2021;Saint-Étienne;France;France;Forward
Mathías Olivera;22;2614;0;0;6;0;0;5;7900;700;200;810;400;0;1060;1130;103;2020-2021;Getafe;Spain;Uruguay;Defender
Matija Nastasić;27;1221;0;0;2;0;0;2;5940;875;0;200;30;0;260;630;53;2020-2021;Schalke 04;Germany;Serbia;Defender
Mato Jajalo;32;34;0;0;0;0;0;0;230;793;0;0;0;0;20;30;30;2020-2021;Udinese;Italy;Bosnia and Herzegovina;Midfielder
Matondo-Merveille Papela;19;2;0;0;0;0;0;0;10;1000;0;0;0;0;0;0;0;2020-2021;Mainz 05;Germany;Germany;Defender
Mats Hummels;31;2813;5;0;6;0;16;15;22930;888;100;1360;270;20;1330;1840;185;2020-2021;Dortmund;Germany;Germany;Defender
Matt Doherty;28;1240;0;2;4;1;15;1;6660;806;110;430;220;20;410;540;188;2020-2021;Tottenham;England;Ireland;Defender
Matt Phillips;29;1828;2;1;1;0;15;9;3930;693;270;420;440;20;400;230;7;2020-2021;West Brom;England;Scotland;Midfielder
Matt Ritchie;30;1350;0;2;2;0;13;1;4110;677;240;370;400;40;400;430;15;2020-2021;Newcastle Utd;England;Scotland;Defender
Matt Targett;24;3404;0;2;7;0;5;2;16530;770;440;2220;800;70;1440;1260;145;2020-2021;Aston Villa;England;England;Defender
Matteo Ahlinvi;21;899;2;0;0;0;2;6;2660;792;40;160;100;0;340;90;75;2020-2021;Nîmes;France;Benin;Midfielder
Matteo Darmian;30;1160;3;3;4;0;47;5;4210;810;110;320;250;40;420;300;258;2020-2021;Inter;Italy;Italy;Defender
Matteo Darmian;30;208;0;0;1;0;0;0;780;780;10;80;10;0;90;110;10;2020-2021;Parma;Italy;Italy;Defender
Matteo Gabbia;20;557;0;0;2;0;0;0;3310;927;10;140;30;0;110;260;213;2020-2021;Milan;Italy;Italy;Defender
Matteo Lovato;20;1386;0;0;5;0;0;0;5130;812;50;280;90;0;460;860;158;2020-2021;Hellas Verona;Italy;Italy;Defender
Matteo Pessina;23;1645;2;2;2;0;22;10;7970;837;230;940;540;90;310;130;229;2020-2021;Atalanta;Italy;Italy;Midfielder
Matteo Politano;26;1908;9;4;3;0;61;20;6570;760;370;690;910;130;420;200;20;2020-2021;Napoli;Italy;Italy;Forward
Matteo Ricci;26;2229;0;2;5;0;8;5;14180;852;220;1730;430;30;740;190;103;2020-2021;Spezia;Italy;Italy;Midfielder
Matteo Ruggeri;18;208;0;0;0;0;0;0;960;814;10;90;40;10;80;40;133;2020-2021;Atalanta;Italy;Italy;Defender
Matteo Scozzarella;32;153;0;0;1;0;0;0;850;780;50;50;70;0;90;10;167;2020-2021;Parma;Italy;Italy;Midfielder
Matthew Hoppe;19;1305;6;1;3;0;48;9;1860;727;70;140;190;20;220;140;55;2020-2021;Schalke 04;Germany;United States;Forward
Matthew Longstaff;20;377;0;0;0;0;0;0;1170;791;20;30;20;0;100;30;2;2020-2021;Newcastle Utd;England;England;Midfielder
Matthew Lowton;31;3060;1;1;5;0;6;4;10310;688;240;1310;490;20;1220;1160;112;2020-2021;Burnley;England;England;Defender
Matthias Ginter;26;3060;2;1;2;0;9;8;20090;858;110;1830;300;50;690;1830;144;2020-2021;M'Gladbach;Germany;Germany;Defender
Matthieu Udol;24;1724;0;3;1;1;16;4;7980;818;230;650;360;30;740;400;136;2020-2021;Metz;France;France;Defender
Matthijs de Ligt;20;2220;1;1;4;0;8;6;15870;932;90;690;250;50;610;1000;207;2020-2021;Juventus;Italy;Netherlands;Defender
Matthis Abline;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2020-2021;Rennes;France;France;Forward
Mattia Bani;26;1145;0;0;6;0;0;1;4380;846;10;150;30;0;440;740;4;2020-2021;Parma;Italy;Italy;Defender
Mattia Bani;26;921;0;0;4;0;0;2;6390;908;20;230;50;10;310;550;55;2020-2021;Genoa;Italy;Italy;Defender
Mattia Caldara;26;111;0;0;1;0;0;0;500;926;0;10;0;0;50;50;25;2020-2021;Atalanta;Italy;Italy;Defender
Mattia De Sciglio;27;24;0;0;0;0;0;2;8070;842;100;740;210;20;0;10;30;2020-2021;Juventus;Italy;Italy;Defender
Mattia De Sciglio;27;1467;0;1;4;1;6;0;90;750;0;0;0;0;700;470;214;2020-2021;Lyon;France;Italy;Defender
Mattia Destro;29;1606;11;1;5;0;67;23;1920;703;70;150;160;10;120;110;11;2020-2021;Genoa;Italy;Italy;Forward
Mattia Pagliuca;18;13;0;0;0;0;0;0;10;500;10;0;20;0;10;0;0;2020-2021;Bologna;Italy;Italy;Midfielder
Mattia Sprocati;27;22;0;0;0;0;0;0;50;1000;0;0;0;0;0;0;0;2020-2021;Parma;Italy;Italy;Forward
Mattia Zaccagni;25;2609;5;5;6;0;34;12;6720;693;370;800;870;150;680;160;117;2020-2021;Hellas Verona;Italy;Italy;Midfielder
Mattias Svanberg;21;1852;5;2;8;1;34;17;5260;803;160;700;490;60;770;270;106;2020-2021;Bologna;Italy;Sweden;Midfielder
Matty Cash;22;2372;0;2;8;1;8;2;9590;739;220;640;330;20;1270;1100;15;2020-2021;Aston Villa;England;England;Defender
Mattéo Guendouzi;21;1818;2;1;5;0;15;9;8660;847;150;1060;380;30;490;230;113;2020-2021;Hertha BSC;Germany;France;Midfielder
Mattéo Tramoni;20;74;0;0;1;0;0;0;100;769;0;10;0;0;30;0;83;2020-2021;Cagliari;Italy;France;Forward
Matías Vecino;28;283;1;1;0;0;64;3;1080;885;40;120;80;20;70;20;263;2020-2021;Inter;Italy;Uruguay;Midfielder
Matěj Vydra;28;1371;3;2;0;0;33;9;1930;726;140;130;370;60;140;70;75;2020-2021;Burnley;England;Czech Republic;Forward
Mauro Arambarri;24;2983;3;0;11;0;9;9;7540;701;210;880;540;20;1280;490;109;2020-2021;Getafe;Spain;Uruguay;Midfielder
Mauro Icardi;27;1079;7;3;1;0;83;13;1440;818;140;100;230;60;100;50;235;2020-2021;Paris S-G;France;Argentina;Forward
Max Kilman;23;1310;0;1;4;0;7;2;6480;886;40;400;70;10;450;580;15;2020-2021;Wolves;England;England;Defender
Max Kruse;32;1629;11;5;0;0;88;12;5650;754;380;700;630;100;140;70;15;2020-2021;Union Berlin;Germany;Germany;Forward
Max Lowe;23;550;0;0;1;0;0;1;1450;650;30;160;70;0;260;120;5;2020-2021;Sheffield Utd;England;England;Defender
Max Meyer;24;351;0;0;0;0;0;5;2160;831;20;170;60;0;90;30;10;2020-2021;Köln;Germany;Germany;Midfielder
Maxence Caqueret;20;1761;0;1;4;1;5;0;9400;866;170;1480;470;30;1130;110;20;2020-2021;Lyon;France;France;Midfielder
Maxence Lacroix;20;2590;1;1;5;0;7;2;14600;841;40;1100;200;40;1390;1740;177;2020-2021;Wolfsburg;Germany;France;Defender
Maxence Rivera;18;239;0;0;0;0;0;1;820;745;30;90;50;0;170;0;53;2020-2021;Saint-Étienne;France;France;Midfielder
Maxi Gómez;23;2689;7;1;7;1;27;24;3760;675;120;440;480;110;130;300;132;2020-2021;Valencia;Spain;Uruguay;Forward
Maxime Busi;20;1195;0;1;3;0;8;1;6580;834;70;720;180;20;460;340;33;2020-2021;Parma;Italy;Belgium;Defender
Maxime Gonalons;31;1480;0;1;7;1;6;1;6020;829;60;590;210;20;890;190;144;2020-2021;Granada;Spain;France;Midfielder
Maxime Le Marchand;30;123;0;0;2;0;0;0;780;951;0;60;20;0;20;70;0;2020-2021;Fulham;England;France;Defender
Maxime Lopez;22;1864;2;0;7;0;1;0;460;807;10;50;40;0;510;60;162;2020-2021;Sassuolo;Italy;France;Midfielder
Maxime Lopez;22;134;0;0;1;0;0;4;15890;924;200;1070;560;50;20;30;125;2020-2021;Marseille;France;France;Forward
Maxime Poundjé;27;491;0;0;1;0;0;0;1910;723;10;90;50;0;190;70;121;2020-2021;Bordeaux;France;France;Defender
Maximilian Arnold;26;2585;3;6;7;1;31;16;13230;801;500;1570;920;120;1010;710;187;2020-2021;Wolfsburg;Germany;Germany;Midfielder
Maximilian Beier;17;10;0;0;0;0;0;0;50;1000;0;0;0;0;0;0;133;2020-2021;Hoffenheim;Germany;Germany;Forward
Maximilian Eggestein;23;2942;2;5;5;0;21;5;10750;786;260;1600;580;90;1030;470;94;2020-2021;Werder Bremen;Germany;Germany;Midfielder
Maximilian Mittelstädt;23;1797;0;2;3;0;1;5;8420;748;230;810;370;20;1280;700;85;2020-2021;Hertha BSC;Germany;Germany;Defender
Maximilian Philipp;26;1111;6;2;3;0;65;15;2790;728;150;190;290;40;210;30;196;2020-2021;Wolfsburg;Germany;Germany;Midfielder
Maximiliano Olivera;28;91;0;0;0;0;0;0;270;931;0;0;0;0;30;70;20;2020-2021;Fiorentina;Italy;Uruguay;Defender
Maxwel Cornet;23;2446;2;5;5;0;26;11;13290;794;250;1150;560;130;1240;850;194;2020-2021;Lyon;France;C�te d'Ivoire;Defender
Maya Yoshida;31;2274;1;2;5;0;12;2;10120;853;50;520;120;20;690;1380;131;2020-2021;Sampdoria;Italy;Japan;Defender
Mbaye Diagne;28;1189;3;2;2;0;38;9;1620;704;120;160;290;80;100;170;94;2020-2021;West Brom;England;Senegal;Forward
Mehdi Abeid;27;1320;0;0;5;0;0;0;6160;850;120;420;280;10;600;140;94;2020-2021;Nantes;France;Algeria;Midfielder
Mehdi Bourabia;28;528;1;0;2;0;17;3;3150;845;40;150;70;10;160;110;193;2020-2021;Sassuolo;Italy;Morocco;Midfielder
Mehdi Chahiri;24;801;2;0;0;0;22;7;2010;720;80;360;200;10;300;20;78;2020-2021;Strasbourg;France;Morocco;Forward
Mehdi Léris;22;386;0;0;1;0;0;1;1840;780;70;140;130;10;260;100;145;2020-2021;Sampdoria;Italy;France;Defender
Mehdi Zerkane;21;1187;1;1;3;1;15;7;4810;845;130;310;310;40;370;40;115;2020-2021;Bordeaux;France;Algeria;Midfielder
Mehmet-Can Aydin;18;500;0;0;0;0;0;0;1390;685;30;130;40;0;230;160;10;2020-2021;Schalke 04;Germany;Germany;Defender
Melayro Bogarde;18;277;0;1;1;0;32;2;1450;863;40;160;80;10;100;60;167;2020-2021;Hoffenheim;Germany;Netherlands;Defender
Melvin Bard;19;432;0;0;0;1;0;1;3090;807;30;300;90;10;220;180;186;2020-2021;Lyon;France;France;Defender
Memphis Depay;26;2923;20;12;4;0;99;45;9170;705;910;1210;1670;290;160;10;197;2020-2021;Lyon;France;Netherlands;Forward
Merih Demiral;22;940;0;1;1;0;1;2;5920;931;10;210;60;10;290;390;247;2020-2021;Juventus;Italy;Turkey;Defender
Mert Müldür;21;1672;0;0;2;0;0;1;8170;799;70;690;220;10;570;500;179;2020-2021;Sassuolo;Italy;Turkey;Defender
Mexer;31;712;0;0;3;0;0;0;3970;888;20;140;30;0;270;480;67;2020-2021;Bordeaux;France;Mozambique;Defender
